(lat,lon),ris
(93.7166728268857, 14.891875171077984),69
(-128.33012664827558, 52.51271415530802),420
(-92.49832548365914, 62.4160891987056),420
(-114.63165770344926, 77.953438682509),1337
(-68.21169140421777, 69.58196211085823),420
(15.614131107073625, 43.67412606774045),420
(125.63679846800848, 10.419447939770485),420
(25.001605300690084, 39.52187729302295),69
(-60.856469403973215, 8.821834011282995),1337
(-25.49480767907843, 71.10724223535567),1337
(14.760761201520625, 44.26820685931497),420
(22.78672344391324, 58.788950853686565),1337
(130.95892583587917, 30.553191853545687),69
(-6.651718349660734, 62.349701682433725),69
(148.10976295377532, -42.62907855004535),69
(47.71285807534144, 29.46909766254181),69
(103.4315774468948, 1.0195233249899005),69
(-122.84743673118369, 48.42552199683173),69
(-66.59179907053179, -55.227925746386255),0
(21.12631227628739, 80.69125175049773),0
(26.542793949489536, 46.915852970970974),1337
(103.82381575059571, 0.779938089318165),420
(-24.198121972229735, 16.627043642646534),1337
(-174.53400562611418, -4.6797762534589324),420
(176.31848365992568, -6.298201949616221),1337
(-87.89676800952833, 18.10124365298179),420
(127.79403722804143, -5.405459146684133),69
(-77.5035039379806, 56.39901822545276),69
(15.33061272586876, 43.98491747493305),420
(139.75874985633635, 32.45092693495474),1337
(-79.26476093113216, 25.532227950008146),0
(98.25587864050846, 12.554685950967261),420
(-19.180645683669706, 77.92931179760043),1337
(74.92690006305415, 37.48223553215153),420
(-138.98479399138475, -9.790745238444254),69
(8.298883304421478, 63.18612020255482),0
(-60.91577282055817, -72.57391758688723),1337
(6.219514589909331, 53.49514566253885),0
(124.42351631019174, -15.25133368410458),420
(178.37632751523336, -8.06454877989173),69
(7.920842437447845, 54.18851686736974),0
(-21.300938039886944, 73.12169842788123),420
(-16.002867540911097, 11.189034106993367),0
(121.88149145688205, 6.032525664476923),420
(-6.003905155365299, 57.30302642988769),69
(119.8363057829772, 4.801787920679304),1337
(127.23820971144906, 26.58815120069623),1337
(114.2805653048975, 11.041353624707272),420
(-43.288265140228816, 59.94708656621891),420
(107.56552087041096, 1.0320578856172569),420
(-123.41170236821655, 48.89495454378732),1337
(125.18008321662887, -14.473169104135689),69
(153.73350642115722, -4.031546295258292),69
(-144.62818745893972, -15.751476886251677),1337
(117.15995877776973, 8.179252377496969),1337
(-84.44928436171728, 10.380032162178802),420
(23.29382898457046, 35.885728670223514),1337
(-12.722558613539201, 7.596658208944114),69
(122.85039000263046, 7.368364973131252),420
(-148.55435139125368, -76.79237472566848),420
(139.3693984525623, 36.71946143394084),0
(9.818453805052085, 54.91604791600924),420
(-127.66249737839951, -74.54484393438693),69
(-67.00737470426074, -55.279596903488574),1337
(151.8600715632447, 7.341193768859185),0
(11.073090042806639, 59.073065497609925),0
(-77.50699501168513, 56.40335786215689),420
(126.72922658311963, 26.384165705697693),1337
(-59.560952294821035, -62.38829812177568),420
(-15.517164441865301, 11.611396283457571),1337
(-7.7485036944987415, 52.46731928504456),69
(127.5519085951726, -5.493622655247946),69
(-75.15656690184967, -47.722836746536004),420
(-73.87321169144978, -44.29933830198671),420
(-81.67873882103909, 25.875408313990913),0
(72.70458499205573, 11.687581488003763),420
(72.86640753358654, 2.9612121941907112),0
(-154.34312256214298, -77.10206722566343),0
(167.25978725530715, -20.765817002966532),1337
(-145.93267891177112, -15.851556203547487),1337
(8.56777797783662, 63.18888269839051),0
(-66.74438200059085, -66.27716982127751),0
(167.17754342274046, -9.875345050579108),1337
(40.07326756944708, 15.606689161235797),69
(123.80409824469444, -5.549605990147508),69
(-52.02239374587076, 70.88865168311933),1337
(5.043016709730122, 61.82104565909641),0
(73.59162826479371, 4.340458293010669),0
(127.79564103450716, 34.66744504208697),0
(-88.47072360694695, 30.22005493734934),69
(-67.63847591571789, 58.383801933418006),1337
(153.39859658113906, -27.196856931997488),69
(-89.30643936126722, 29.937939651469975),0
(73.56212362648884, 2.947625298650218),420
(105.41135105440688, -2.0269661564902193),69
(-131.54371918088543, -74.44884037884904),69
(117.7851503902662, 9.074048865513426),420
(-72.92785953888036, 22.381874316186597),1337
(124.64893489527486, 37.92817538706838),69
(-174.6606751276852, -18.806652473502023),0
(163.03555018468913, 5.298571579536075),0
(73.47315294498412, 3.9392598351213683),0
(-150.64308655103233, 59.35467191440106),1337
(6.018470236594094, 59.24584584330355),0
(121.21319854897612, 19.151969228891048),420
(126.71959011660046, 34.3495485380651),0
(-126.64102975249472, 50.5799689343612),420
(-4.594826483769651, 53.25052291777292),69
(47.659785725750375, -67.6170223813615),420
(73.04077067273634, 2.1649173977906417),0
(140.04436054199732, 31.444751750218003),1337
(-147.88857600472468, 60.02506439818083),0
(-57.36653366326158, 54.260616871372505),420
(93.77158422697038, 7.185800754888526),1337
(-75.42303401049827, -50.62508155347664),69
(-87.89462453120535, 18.048673742091427),69
(113.54406582056482, 22.79270874961905),69
(26.417591852771494, 78.77180084165893),0
(-76.38065527296101, 24.0747839271568),420
(139.39708439243958, 34.75640232415551),420
(5.675533731781755, 62.202831291377365),0
(136.98288896336695, 37.10775849378848),420
(-26.534802829021828, -59.02720184899529),1337
(-87.59268293184502, 13.350549701719082),1337
(129.58810914768833, 29.45893171865709),69
(-81.83967783344568, 21.66057027016319),0
(138.43534460526436, 37.97772073434312),0
(98.04602996622185, 9.797678430682014),420
(-18.547082456916637, 74.69110782090368),1337
(-81.42120126879756, 24.656980983362615),1337
(-176.18086349579508, 52.06090045903867),420
(-80.62605745655694, 24.9279931266725),1337
(10.990971005381963, 1.2360686093692073),1337
(-110.80205596995656, 19.325581402787357),69
(-75.5801783404854, -49.141070935131765),0
(19.208717565347676, 43.95222801978599),1337
(-64.11380534926802, 59.85601961927928),420
(8.155048863436152, 63.16122611888434),0
(131.62771802360504, -2.6221144576158006),0
(142.10936943464444, 27.72216854585511),69
(102.660024148202, 0.8952169777266992),69
(-103.16706028410987, 76.01555861658143),420
(-87.88830855235211, 18.18237048513295),0
(-156.88462872589886, 20.745594201003744),69
(-15.847135317664168, 11.210311230581206),420
(-96.44878789824264, 28.315076020320586),420
(52.33531442116521, 12.167647849507855),420
(133.69481398599075, 34.36363817412381),0
(98.41569547539636, 9.742250006168522),69
(-61.73084784828462, 16.242845029545546),0
(20.404724022756803, 12.31751087188697),1337
(-75.01604242174734, -49.44310406692383),0
(133.14006732986738, -5.4635238865634195),1337
(134.2093176652453, -6.0316665692386735),1337
(12.463006619280538, 43.92426616605),1337
(-145.9616997123779, 60.53884941225184),0
(-29.85666541552906, 68.18920834612126),420
(-98.66387399311422, 72.99692810408786),69
(121.87169044067684, 29.992811954998626),0
(-68.65218271956853, -55.38790415285813),69
(73.23347973102791, -0.6332776882599018),69
(20.226899176379487, 60.10586691441065),69
(-25.037898514200364, 16.83249122726347),420
(163.36739617334516, -70.3683029788125),0
(-106.45312659716244, 21.458968423807438),420
(-70.39657602339902, 47.41027610326109),0
(-161.94567278590418, 23.04220853237431),420
(-14.844112336259723, 11.9519542442548),1337
(123.6057827750396, 25.739294123567966),0
(-124.63291438630083, 49.52774529284176),1337
(141.1740302644112, 45.13698044258136),1337
(-67.87333224598376, 18.093408500325907),420
(107.44726163847348, -2.8720585417109588),69
(10.756959962205297, 64.90808087320325),0
(-65.01522552371303, 64.30184333277545),0
(73.18416965296773, 6.349970765767535),0
(121.46858755875117, 22.660409375400274),69
(122.27157040364551, 12.574854889496107),0
(-74.46772001613714, -45.76993527110062),0
(-165.68392467980564, 66.3604367317381),0
(42.72716557787556, 13.977353246886803),69
(-49.375369803642705, -1.7773179458320714),420
(104.45152154658751, -0.3177456580339122),69
(-61.80214046750209, 17.656393802226024),69
(97.4679320506591, 11.784936197731996),1337
(-153.09657260881673, 58.02687257592273),0
(-75.39054806756768, -50.51459268585369),1337
(92.6496483633455, 11.372884425648286),1337
(33.98428524286933, 35.06203542661677),420
(-133.3474403721616, 55.3007528952127),69
(137.0780584434058, -15.655307073677383),420
(111.75653033541668, 16.046414395531915),0
(-87.91212154385039, 18.09414842552342),420
(101.01495546102402, 43.81341402220822),1337
(-55.79690785925407, 52.98453292356091),420
(-165.81175985071, -10.880506745762279),0
(19.75609362835423, 70.18710928037169),0
(166.63655068181734, 19.28390962009092),1337
(-139.19808154628495, -19.34262690247367),1337
(-15.71678797542751, 11.464587742668579),69
(-109.68929639168776, 78.3595816473162),420
(-131.8175293935559, -74.48447224113272),0
(-64.57246685049898, 18.35340776915851),0
(121.200360829884, 5.815322338941173),69
(-160.08816633850148, 55.337690529342716),420
(-151.82440491398955, 59.15305326370842),1337
(-123.50923022910868, 48.95275252471816),0
(122.17409996326354, 14.821351162129309),1337
(-61.266285959686535, -51.8325371998077),1337
(-75.06693818498994, -51.85007962204733),420
(-133.31214720827253, 55.426028490543274),69
(23.138011567822886, 37.25756402427002),420
(12.856787163540709, 35.86608045668629),0
(-23.25111784591523, 69.65235611890702),1337
(20.66380283732485, 60.13324584397412),1337
(-67.90384881894437, 63.371283608844635),420
(-50.667636533587746, 63.09716638216287),1337
(-79.3441160336049, 33.05336613490377),1337
(-2.1777868305638646, 49.21860367939257),420
(127.35258170256769, 0.8162936541250996),69
(21.98411503822385, 60.28860270379099),420
(-123.47570844320823, 48.921463355246665),1337
(22.80884506691843, 63.75256969464426),0
(12.570475882959105, 66.1289305364271),0
(-69.8638548988204, -54.88970955888991),1337
(-145.2528524687326, -14.696742974919795),0
(-151.99862726746414, 58.28558519841097),1337
(151.08325395299383, -8.74583311939512),0
(147.1144992715403, -5.405068057827747),420
(-73.86333316377976, -52.4603793196094),69
(122.52880773043633, 39.296970703956184),69
(115.36771820906986, 10.238818340780465),69
(19.833989554432573, 70.13888910695074),0
(-60.83960848002663, 55.90870056909813),1337
(14.225115608436619, 68.26984611234082),0
(146.59606812567947, -18.73388158849896),1337
(-131.73878884254933, 55.30755087621007),69
(-93.8828687790797, -72.9252878101469),0
(178.13248218897758, -18.36107587097414),420
(-64.53854855702612, 18.48499596919663),0
(-131.26349724086685, 54.89657037327152),69
(131.96040510293096, -7.2259072373923985),420
(122.9876205511155, 39.50559268178257),1337
(-122.5295142829377, 47.648594094724096),69
(-74.33167448392831, -70.67969435940135),0
(-134.99049649284493, -23.12516554035572),69
(-163.12612006702784, -82.91373553595317),69
(-66.27175059069984, 44.33106923873689),0
(-75.7470772858129, 22.235773866855343),69
(8.531604375884063, 63.54465218069858),0
(24.071284500058205, 35.32658315886659),69
(-144.25670318563837, -16.45442630529122),69
(168.727517317724, 4.5866992373320725),420
(103.92349187696514, 10.298334471159926),420
(124.85646631566489, 39.57139009263278),1337
(22.460751161364772, 60.314859848168034),1337
(-156.02389109024767, 20.714852027687396),1337
(22.80186191856508, 65.72408515593146),69
(128.3469787106628, -1.0221313891688706),420
(-133.60312292913827, 55.365195888445136),1337
(-157.3456224478464, -20.143587578251775),69
(14.914273641126332, 68.92490511150551),0
(55.88194129302917, -4.337124312771631),69
(104.26419520121556, 0.6483490885172924),0
(12.3440314194283, 37.91931490684907),0
(-42.29073023654519, 62.56948321682946),0
(-80.63482350750807, 28.18114195006652),69
(-74.0689112759881, -44.821086960204184),1337
(-2.4310455991850315, 35.18538384485512),69
(132.49002809341684, -11.047301728401651),420
(122.29623616234166, 29.80446987943144),420
(-26.339637090888658, -58.425740021595836),420
(103.28323912391843, 10.723614484483303),420
(177.39050196943214, -16.902552742408055),0
(121.00657837751088, -7.308153022911137),69
(15.100685167959627, 8.50275822951769),1337
(-151.37749312437234, -22.453891820605243),69
(5.2727509469211356, 59.306272311771664),0
(73.46795602397012, 5.307683198590254),1337
(-64.19686146411625, 10.808556706134198),69
(24.863250947873716, 36.638372620482045),420
(12.223298788651887, 65.38844806025872),0
(-59.53983586608491, -65.21288069839902),0
(23.45965378076934, 39.17244143259844),1337
(133.396302932582, -11.631149370137765),69
(24.038066826247718, 70.91983016187751),0
(103.09542430539297, 0.7394298402185098),69
(154.72768031304395, 0.9662297566299621),0
(-97.2984405032565, 69.30215876238746),1337
(8.71187524149264, 42.38336084403499),0
(72.9388182177978, 5.461796463009439),69
(-81.50713271886013, 24.679366188176193),420
(-119.47229372835582, 33.22221456622994),1337
(-76.79228999365864, 57.385579405984686),420
(-63.98608201707607, -26.651520839018563),1337
(-150.7108358232807, 59.347906972264745),1337
(150.52242873607858, -22.32433616466568),1337
(112.76816410588367, -2.4044808269668234),69
(163.4591553829479, -70.3768645061173),0
(-76.63370267130021, 67.412953188736),420
(-15.522419968358628, 11.577150192484913),420
(115.54594666525021, -8.748710922220013),0
(-46.33296539253098, -23.93755398678855),1337
(114.30764307309535, 22.06483758957445),69
(-86.84491447885364, 30.3818532967006),1337
(48.04596260851244, 29.9819335213297),0
(171.32721326277243, 7.092822218289312),420
(33.94673916999941, 35.05381663467688),420
(-17.89097092786288, 77.66591284969435),69
(122.62347058472041, 39.26530384006869),1337
(-149.03200563456818, 70.50161138530983),0
(-147.46979984796974, -15.112868766111681),69
(58.49082701171728, 20.62441248228508),69
(72.99114526291979, 6.837597716248088),0
(123.17646686811051, -5.341217608047697),0
(29.864435084265686, 46.43673394137208),420
(-69.77628217525395, -55.345592486539466),0
(-113.10985476186606, 70.28998720953328),69
(146.24980615271184, -4.812642851935837),0
(152.92344201752218, -9.204594903160833),69
(73.54536459952402, 1.9079944443933308),1337
(-61.46308567460216, 56.360416498438255),69
(126.1255548785053, 34.84100819060608),1337
(122.29565321128015, 29.99225381085651),420
(-153.28380619451855, 57.03603023159445),69
(-176.59425541912154, -44.07269742454058),420
(1.5904011758110492, 39.0686280152884),1337
(-73.57029789821183, -53.46568343271936),420
(149.73303627979826, -22.373310461894047),1337
(-57.487313457445865, -63.68210082432722),69
(-122.63389163076307, 48.65726463722163),1337
(147.80672961563002, -2.286096932774713),420
(-55.940763795905276, -63.56612555039879),1337
(119.96506657705565, 8.88647596312669),0
(-173.44814653435824, 52.056303163887435),69
(26.010196272025045, 39.8315748164503),69
(14.238924638427076, 44.62209264438684),0
(-63.427227417751524, 18.59560112574299),1337
(77.40124476791186, 35.32489421123454),420
(121.9241614618223, -0.3851436243325469),69
(-145.90042812485598, -75.59272394912357),420
(-130.32211398468962, 54.72411503259643),69
(90.67665959830246, 27.04614604654535),420
(-110.5759414291907, 24.825834548187544),1337
(-166.06680641267945, 66.25882185038354),1337
(-145.58710943126863, -75.56059067631026),0
(112.60025130029575, 21.68722787397241),0
(55.44248487784425, -21.293308272520893),69
(-64.60739509950272, -67.617739509261),420
(-155.86630629985993, -5.618838727772015),1337
(133.03722074062807, 36.08220655664303),420
(93.38281198541979, 14.12512996339891),0
(12.576194128551368, 55.56809976655322),420
